# TRADUCCIÓN DE STAR WARS CONQUEST - ESPAÑOL
# CREADO POR SWYTER, TODOS LOS DERECHOS RESERVADOS.
# CONTACTO: MANDA UN MENSAJE PERSONAL EN FORUMS.TALEWORLDS.COM A "SWYTER"

str_no_string|NO STRING!
str_credits_7|Additional Modeling:^Hilmi Aric^Ahmet Sarisakal^Katie Beedham^^^Additional Writing:^Michael Buhler^Patrick Desjardins^^^Voice Talents:^Tassilo Egloffstein^Jade E Henderson^^^Original Music Composed by:^Jesse Hopkins^Violin Solos Performed by:^Zoriy Zinger^Main Theme and Scherzo Performed by:^The Russian State Symphony Cinema Orchestra, Conducted by Sergei Skripka^^^Sound Samples:^Audiosparx.com^^^Mount&Blade Map Editor:^Matt Stentiford^^^Taleworlds Forum Programming:^Brett Flannigan www.fenrisoft.com^^^Mount&Blade Tutorial written by:^Edward Spoerl^^^Gameplay Videos:^Jemes Muia^^^Motion Capture System:^NaturalPoint-Optitrack Arena^^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^^Ragdoll Physics:^Newton Game Dynamics^^^Sound and Music Program Library:^FMOD Sound System by Firelight Technologies^^^Copy Protection:^Themida by Oreans Technologies^^^Skybox Textures:^Jay Weston www.hyperfocaldesign.com^^^Third Party Art Libraries Used:^Texturemonk^Mayang Textures^cgtextures.com^3d.sk^^Unofficial Mount&Blade Editor:^Josh Dahlby^^^Many thanks to Marco Tarini for the Mountain shader idea!^^^Special Thanks to:^Ibrahim Dogan^Nova Language Works^Selim Kurtulus and UPS Turkey^^^Taleworlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Okin^Instag0^Deniz^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Spanish Translation^^Translators:^Anabel 'Rhaenys' Diaz^Analia 'Immortality' Dobarro^Anoik^^Medieval Consultant:^Enric 'Palafoxx' Clave^^Language Tester:^Theo de Moree^^^Mount&Blade Community Suggestions and Feedback:^13 Chain Bloody Spider^Aenarion^AgentSword^Ahadhran^Albino^Allegro^allthesedamnnamesare^Amman de Stazia^Ancientwanker^Anrea 'Skree' Giongiani^Aqtai^Art Falmingaid^bryce777^Bugman^Buxton^Calandale^Cartread^Chel^Chilly5^Cirdan^Cleaning agent^Cymro^DaBlade^DaLagga^Damien^danover^Dearahn^Deathblow^Destichado^Dryvus^dunnno^D'Sparil^ealabor^Ealdormann Hussey^EasyCo506^El Duke^Elias Maluco^Eogan^ex ottoyuhr^Fisheye^Fossi^fujiwara^Fuzzpilz^GandalfTheGrey^Gerif^Grocat^Guspav^Halden The Borch shooter^Hallequin^Handel^Hardcode^Haupper^Hellequin^Highelf^Highlander^Ibrahim Turgut^Iesu^Ilex^Ingolifs^Invictus^Itchrelief^Jlgx50^JHermes^Jik^john259^JonathanStrange^jpgray^kamov23^Kayback^Khalid Ibn Walid^KON Air^Lady Tanith^Larry Knight^LavaLampMaster^Leprechaun^Lhorkan^Llew2^Maelstorm^Manitas^Maw^MAXHARDMAN^Merentha^Merlkir^Michael Elijah 'ironpants' Bell-Rao^mihoshi^Mirathei^mkeller^Momaw^Morgoth2005^MrCrotch^mtarini^n00854180t^Naridill^Nicholas AltamanokiN^oksir^Oldtimer^Ollieh^oRGy^Oubliette^Patrick 'nox' Gallaty^Pavlov^Rando^Raz^rejenorst^Rjii^Ron Losey^Rorthic^RR raptor^Scion^Seff^shenzay^Shadowmoses^shikamaru 1993^Silver^silverkatana^Sir Prince^Sirgigor^Skyrage^Smoson^sneakey pete^Stefano^Stella^Stonewall382^Talak^Tankai^TG^thelast^The Phoenix^The Pope^The Yogi^Thingy Master^Thormac^Thus Spake Nosferatu^ThVaz^Toygar Birinci^Tuckles^Tul^Ursca^Vaerraent^Vilhjalmr^Volkier^vuk^Wanderer^WhoCares^Winter^Worbah^Yoshiboy^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia)
str_no_choice|Nadie
str_faction_1|Imperio Galáctico
str_faction_2|Alianza Rebelde
str_faction_3|Cartel Hutt 
str_faction_4|Mercenarios
str_faction_5|Guerras Clon
str_no_faction|Ninguna
str_custom_battle_location_1|Geonosis - V. Large
str_custom_battle_location_2|Yavin IV Plains - Large
str_custom_battle_location_3|Dagobah Swamp - Medium
str_custom_battle_type_1|One Vs One
str_custom_battle_type_2|Three Way
str_custom_battle_type_3|Four Way
str_custom_battle_type_4|Five Way
str_custom_battle_type_5|Six Way
str_custom_battle_type_6|Two Vs Two
str_custom_battle_rain_0|None
str_custom_battle_rain_1|Rain - Light
str_custom_battle_rain_2|Rain - Medium
str_custom_battle_rain_3|Rain - Heavy
str_custom_battle_rain_4|Snow - Light
str_custom_battle_rain_5|Snow - Medium
str_custom_battle_rain_6|Snow - Heavy
str_custom_battle_fog_0|None
str_custom_battle_fog_1|Light
str_custom_battle_fog_2|Medium
str_custom_battle_fog_3|Heavy
str_custom_battle_time_0|Midday
str_custom_battle_time_1|Sunset
str_custom_battle_time_2|Night
str_custom_battle_time_3|Dawn
str_space_combat_practice|Súbete a la nave para comenzar^^CONTROLES:^w / s = aumentar / reducir velocidad^a / d = rotar izquierda / derecha^Botón izquierdo del Ratón / Barra Espaciadora = Disparar lasers^ratón = cambiar dirección de movimiento^tecla t = intercambiar control vertical^^NOTA:  Esto es una misión de entrenamiento, pro favor prisiona la tecla TAB para salir cuando hayas terminado.
str_viper_status|JUGADOR: Velocidad: {reg1}'cms. Daño: {reg2}. Misiles: {reg3}. Cañonss: {reg4}.^             Oro 1: {reg13}. Oro 2: {reg14}. Oro 3: {reg15}. Oro 4: {reg16}. Oro 5: {reg17}. Oro 6: {reg18}. Oro 7: {reg9}. Oro 8: {reg20}.^ENEMY: Azul 1: {reg5}. Azul 2: {reg6}. Azul 3: {reg7}. Azul 4: {reg8}. Azul 5: {reg9}. Azul 6: {reg10}. Azul 7: {reg11}. Azul 8: {reg12}.
str_none|none
str_item_pool_no_items|There are currently no items in the item pool.
str_item_pool_one_item|There is one item left in the item pool.
str_item_pool_many_items|There are {reg20} items left in the item pool.
str_item_pool_abandon|Abandon the items in the item pool and continue.
str_item_pool_leave|Done.
str_hero_not_upgrading_armor|not upgrading my armor
str_hero_upgrading_armor|upgrading my own armor
str_hero_not_upgrading_horse|not upgrading my transportation
str_hero_upgrading_horse|upgrading my own transportation
str_hero_wpn_slot_none|Keep current ({s10})
str_hero_wpn_slot_horse|Horse
str_hero_wpn_slot_one_handed|One-handed Weapon
str_hero_wpn_slot_two_handed|Two-handed Weapon
str_hero_wpn_slot_polearm_all|Polearm
str_hero_wpn_slot_arrows|Arrows (should not see)
str_hero_wpn_slot_bolts|Bolts (should not see)
str_hero_wpn_slot_shield|Shield
str_hero_wpn_slot_pistols|Bow (should not see)
str_hero_wpn_slot_musket|Rifles Láser
str_hero_wpn_slot_throwing|Throwing Weapon
str_hero_wpn_slot_goods|Do not use. Placeholder only.
str_hero_wpn_slot_head_armor|Do not use. Placeholder only.
str_hero_wpn_slot_body_armor|Do not use. Placeholder only.
str_hero_wpn_slot_foot_armor|Do not use. Placeholder only.
str_hero_wpn_slot_hand_armor|Do not use. Placeholder only.
str_hero_wpn_slot_pistol|Pistolas Láser
str_hero_wpn_slot_musket|Rifles Láser
str_hero_wpn_slot_ammo|Cartuchos de Gas de Plasma
str_cantina_rand_msg_1|Intento beber, deja de molestarme y vete a llorar a otra parte.
str_cantina_rand_msg_2|Que estás haciendo, déjame en paz.
str_cantina_rand_msg_3|Hueles peor que el aliento de Bantha, fuera de mi vista.
str_cantina_rand_msg_4|No me molestes o te dejo fino.
str_cantina_rand_msg_5|Pareces un pastorcete de Nerfs harapiento, No me mezclo con gente como tú.
str_cantina_rand_msg_6|He perdido mi trabajo y estoy bláster-contento ahora mismo, mejor no molestarme ahora.
str_cantina_rand_msg_7|Tengo sentencia de Muerte en doce sistemas, mejor ten cuidado o sé hombre muerto.
str_cantina_rand_msg_8|¡Bruuub! Qué se supone que haces, déjame en paz.
str_cantina_rand_msg_9|Eres peor que un bicho en el oído, deja de hablarme.
str_cantina_rand_msg_10|Mi zumo de Jawa está recién exprimido, déjame terminarlo en paz.
str_cantina_joke_1|Preg:  ¿Cómo llamarías a un sith que no puede luchar?^^R:  Un Sithiento.
str_cantina_joke_2|Preg:  ¿Por qué la cinta aislante es como la Fuerza?^^R:  Tiene un lado oscuro, un lado brillante y mantiene la Galaxia bien agarrada.
str_cantina_joke_3|Preg:  ¿Cuantos soldados Imperiales se necesitan para cambiar una bombilla?^^R:  Dos, uno para enroscar la bombilla, y otro para dispararle y robarle el dinero.
str_cantina_joke_4|Preg:  ¿Que es 'Ja, Ja, Ja, jaaaa.... ¡AGGGHHHH! Chump'?^^R:  Un Oficial Imperial riendose de Darth Vader.
str_cantina_joke_5|Preg:  ¿Por qué YYoda cruzó la carretera?^^R:  Porque los pollos a hacerlo le Forzaron. ¡Ja Ja Ja!
str_cantina_joke_6|Preg:  ¿Porqué un Ewok se tiraría de un árbol?^^R:  Estaba muerto. ¡Ja Ja Ja!
str_cantina_joke_7|Preg:  ¿Cómo llamarias a la persona que alimenta a un Ráncor?^^R:  El aperitivo.
str_cantina_joke_8|Preg:  ¿Por qué los Jedi serían los mejores médicos?^^R:  Porque un Jedi debe de tener pacieeeencia.
str_cantina_joke_9|Preg:  ¿Cúal es el nombre de la peor cantina de Coruscant?^^R:  ¡El Ackbar!.
str_cantina_joke_10|Preg:  ¿Que dice un ráncor después de zamparse un Wookie?^^R:  ¡Pelito Crujientón!
str_center_1_kingdom|Facción del Jugador
str_center_2_kingdom|Facción del Jugador
str_center_3_kingdom|Facción del Jugador
str_center_4_kingdom|Facción del Jugador
str_center_5_kingdom|Facción del Jugador
str_center_6_kingdom|Facción del Jugador
str_center_7_kingdom|Facción del Jugador
str_center_8_kingdom|Facción del Jugador
str_center_9_kingdom|Facción del Jugador
str_center_10_kingdom|Facción del Jugador
str_center_11_kingdom|Facción del Jugador
str_center_12_kingdom|Facción del Jugador
str_center_13_kingdom|Facción del Jugador
str_center_14_kingdom|Facción del Jugador
str_center_15_kingdom|Facción del Jugador
str_center_16_kingdom|Facción del Jugador
str_center_17_kingdom|Facción del Jugador
str_center_18_kingdom|Facción del Jugador
str_center_19_kingdom|Facción del Jugador
str_center_20_kingdom|Facción del Jugador
str_center_21_kingdom|Facción del Jugador
str_center_22_kingdom|Facción del Jugador
