dlga_start:member_talk|¿Sí?
dlga_arena_master_fight_result:arena_master_pre_talk.5|That was damned good fighting, {playername}. You have very good moves, excellent tactics. And you earned a prize of {reg10} credits for knocking down {reg8} opponents.
dlga_arena_master_fight_result:arena_master_pre_talk.6|Congratulations champion! Your fight there was something to remember! You managed to be the last fighter standing beating down everyone else. And of course you won the grand prize of the fights: {reg10} credits.
dlga_start:arena_master_pre_talk|Hello {playername}. Good to see you again.
dlga_arena_master_pre_talk:arena_master_talk|What would you like to do?
dlga_arena_master_talk:arena_master_melee_pretalk|About the melee fights...
dlga_arena_master_talk:arena_master_spar_teams|I would like to spar with some of my men.
dlga_arena_master_talk:arena_master_ask_tournaments|Will there be a tournament in nearby planets soon?
dlga_arena_master_talk:close_window|I need to leave now. Good bye.
dlga_arena_master_spar_teams:arena_master_spar_teams_choose|Certainly. The arena is currently available. Of course, you will have to supply your own gear, which means there will be no team uniforms.  But that aside, how many teams would you like?
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one|Two.
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.1|Three.
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.2|Four.
dlga_arena_master_spar_teams_choose:arena_master_pre_talk|Never mind. I've changed my mind.
dlga_arena_master_spar_team_one:arena_master_spar_team_two|Team One is full. Team Two is next.
dlga_arena_master_spar_team_one:arena_master_spar_team_one_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team One (Red).  Which troop would you like to add?
dlga_arena_master_spar_team_one_choose:arena_master_spar_team_one_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_one_add:arena_master_spar_team_one|{s11} has been added to Team One.
dlga_arena_master_spar_team_one_choose:arena_master_spar_team_two|I am finished with Team One.  Let's move on to Team Two.
dlga_arena_master_spar_team_one_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_two:arena_master_spar_team_three|Team Two is full. Team Three is next.
dlga_arena_master_spar_team_two:arena_master_spar_start_it_up|Team Two is full. Let the match begin!
dlga_arena_master_spar_team_two:arena_master_spar_team_two_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Two (Blue).  Which troop would you like to add?
dlga_arena_master_spar_team_two_choose:arena_master_spar_team_two_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_two_add:arena_master_spar_team_two|{s11} has been added to Team Two.
dlga_arena_master_spar_team_two_choose:arena_master_spar_team_three|I am finished with Team Two.  Let's move on to Team Three.
dlga_arena_master_spar_team_two_choose:arena_master_spar_start_it_up|I am finished with Team Two.  Let's begin the match.
dlga_arena_master_spar_team_two_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_three:arena_master_spar_team_four|Team Three is full. Team Four is next.
dlga_arena_master_spar_team_three:arena_master_spar_start_it_up|Team Three is full. Let the match begin!
dlga_arena_master_spar_team_three:arena_master_spar_team_three_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Three (Green).  Which troop would you like to add?
dlga_arena_master_spar_team_three_choose:arena_master_spar_team_three_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_three_add:arena_master_spar_team_three|{s11} has been added to Team Three.
dlga_arena_master_spar_team_three_choose:arena_master_spar_team_four|I am finished with Team Three.  Let's move on to Team Four.
dlga_arena_master_spar_team_three_choose:arena_master_spar_start_it_up|I am finished with Team Three.  Let's begin the match.
dlga_arena_master_spar_team_three_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_four:arena_master_spar_start_it_up|Team Four is full. Let the match begin!
dlga_arena_master_spar_team_four:arena_master_spar_team_four_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Four (Yellow).  Which troop would you like to add?
dlga_arena_master_spar_team_four_choose:arena_master_spar_team_four_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_four_add:arena_master_spar_team_four|{s11} has been added to Team Four.
dlga_arena_master_spar_team_four_choose:arena_master_spar_start_it_up|I am finished with Team Four.  Let's begin the match.
dlga_arena_master_spar_team_four_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_start_it_up:close_window|Here you go then. Good luck.
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2?There won't be any tournaments any time soon.:{reg1?Tournaments are:A tournament is} going to be held at {s15}.}
dlga_arena_master_melee_pretalk:arena_master_weapon_talk|We offer combat for the public all day long with a reward for each opponent you defeat. You can go and jump in if you like...
dlga_arena_master_weapon_talk:arena_master_weapon_2_talk|I'm ready to fight.
dlga_arena_master_weapon_talk:arena_master_melee_reject|Thanks. But I will give my bruises some time to heal.
dlga_arena_master_weapon_2_talk:arena_master_melee_talk|Great! We are always in need of fighters. Now, we have several types of fights. Most fighters prefer one of the classic ones, which use either vibroswords or blasters. But, we also have some that use either random weapons, holodroids, or lightsaber fighters if you want a challenge. Which one do you want to join?
dlga_arena_master_melee_talk:arena_master_melee_posttalk|The classic fight with vibroswords & energy shields.
dlga_arena_master_melee_talk:arena_master_melee_posttalk.1|The classic fight with blasters & vibroblades.
dlga_arena_master_melee_talk:arena_master_melee_posttalk.2|The fight with random weapons.
dlga_arena_master_melee_talk:arena_master_melee_posttalk.3|I want to fight the holodroids.
dlga_arena_master_melee_talk:arena_master_melee_posttalk.4|I want to fight some lightsaber combatants.
dlga_arena_master_melee_talk:arena_master_melee_reject|Thanks. But I will give my bruises some time to heal.
dlga_arena_master_melee_reject:arena_master_pre_talk|Good {man/girl}. That's clever of you.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|Actually, can you tell me about the rewards again?
dlga_arena_master_melee_posttalk:close_window|Ok, if you think you can handle a lightsaber... good luck and be careful.
dlga_arena_master_melee_posttalk:close_window.1|Ok, there is one ready to begin now, good luck!
dlga_arena_master_melee_posttalk:close_window.2|Ok, they will all be using your same equipment, this should be interesting...
dlga_arena_master_melee_posttalk:close_window.3|Ok, there is one ready to begin now, good luck and make sure to give the audience a good show!
dlga_arena_master_melee_posttalk:close_window.4|Ok, there is one ready to begin now. Feel free to pick up different weapons on the ground, good luck!
dlga_start:galeas_talk|Hello {boy/girl}. If you have any prisoners, I will be happy to buy them from you.
dlga_galeas_talk:galeas_sell_prisoners|Then you'd better bring your purse. I have got prisoners to sell.
dlga_galeas_talk:close_window|Not this time. Good-bye.
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|Let me see what you have...
dlga_galeas_sell_prisoners_2:close_window|You take more prisoners, bring them to me. I will pay well.
dlga_start:bandit_introduce|Warning: This line should never display.
dlga_bandit_introduce:bandit_talk|{s5}
dlga_bandit_talk:close_window|I'll give you nothing but cold steel, you scum!
dlga_bandit_talk:bandit_barter|There's no need to fight. I can pay for free passage.
dlga_bandit_barter:bandit_barter_2|Silver without blood, that's our favourite kind. Pay us {reg5} credits and we'll let you be on your way.
dlga_bandit_barter_2:bandit_barter_3a|Very well, take it.
dlga_bandit_barter_2:bandit_barter_3b|I don't have that much money with me
dlga_bandit_barter_3b:close_window|That's too bad. I guess we'll just have to sell you into slavery. Take {him/her}, lads!
dlga_bandit_barter:close_window|Hey, I've heard of you! You slaughter us freebooters like dogs, and now you expect us to let you go for a few stinking coins? Forget it. You gave us no quarter, and you'll get none from us.
dlga_bandit_barter_3a:close_window|Heh, that wasn't so hard, was it? All right, we'll let you go now. Be off.
dlga_start:bandit_meet|Eh? What is it?
dlga_bandit_meet:bandit_attack|Your luck has run out, wretch. Prepare to die!
dlga_bandit_attack:close_window|{s5}
dlga_bandit_meet:close_window|Never mind, I have no business with you.
dlga_start:troublesome_bandits_intro_1|This must be your unlucky day indeed. We are the baddest guys you could have run into in these parts...
dlga_troublesome_bandits_intro_1:troublesome_bandits_intro_2|Heh. For me, you are nothing more than walking money bags. A merchant in {s1} offered me good money for your heads.
dlga_troublesome_bandits_intro_2:close_window|A bounty hunter! ... I hate bounty hunters! Kill {him/her}! Kill {him/her} now!
dlga_start:disbanded_troop_ask|Do you want us to follow you?
dlga_disbanded_troop_ask:disbanded_troop_join|Yes. Let us ride together.
dlga_disbanded_troop_ask:close_window|No. Not at this time.
dlga_disbanded_troop_join:close_window|Unfortunately. You do not have room in your party for us.
dlga_disbanded_troop_join:close_window.1|We are at your command.
dlga_start:enemy_talk_1|You will not capture me again. Not this time.
dlga_enemy_talk_1:enemy_talk_2|You don't have a chance against me. Give up.
dlga_enemy_talk_2:close_window|I will give up when you are dead!
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws|Hmmm. 10 credits for each looter makes {reg1} credits for all {reg0} of them.
